20416  100  0  2087  8078  1044  2  0  23  31750
26322  77  0  1667  8293  967  2  0  22  37350
26254  86  0  1447  7919  879  2  0  21  36608
27117  94  0  1379  8371  868  2  0  22  37853
27786  199  0  4944  16146  3418  6  0  84  52583
27940  201  0  5100  15189  2997  7  0  77  51511
27119  208  0  5018  16357  2735  7  0  117  51561
25886  197  0  5122  16929  2817  6  1  92  51050
26689  21208  0  13716  29957  13086  36  0  77  104769
28913  10436  0  15098  30869  11292  30  1  83  96722
27732  10570  0  12897  31357  11555  38  1  67  94217
29162  14023  0  12590  31311  10925  31  1  84  98127
32598  25689  2  34661  60523  30231  142  1  150  183997
32406  21317  2  36552  59381  25720  127  1  119  175625
31626  17034  2  36340  59064  20948  124  1  133  165272
32395  15371  2  37033  60121  23290  171  1  141  168525
38823  28279  3  199935  118089  56936  437  2  344  442848
38353  26523  5  226139  117251  59665  438  2  440  468816
33665  27944  4  201824  119145  56292  410  2  465  439751
38762  26294  3  229064  115462  54470  438  1  362  464856
39804  79120  4  518067  231711  157024  1479  3  2217  1029429
38146  86096  8  555437  229796  165997  1431  4  2068  1078983
43127  84628  5  519494  235927  155516  1444  3  2278  1042422
34036  73826  6  538857  230840  149630  1483  3  2061  1030742
34049  391487  22  1367443  459853  453517  5415  4  15556  2727346
45119  403668  22  1370065  465109  451435  5422  5  15005  2755850
46590  474347  17  1221748  467261  404740  5595  5  9846  2630149
34257  392539  19  1248923  467911  471952  5621  5  9735  2630962
56835  4219289  50  3976488  947324  1505701  22541  7  71646  10799881
56116  4222647  51  4002197  951044  1494836  22625  6  72409  10821931
56448  4218025  50  3999948  940025  1501508  22357  6  71152  10809519
56579  4255170  51  3964862  941489  1496626  22264  6  72356  10809403
110565  81763727  124  13169593  1901054  6586548  88370  12  631991  104251984
132907  80783163  114  13167680  1911227  6381195  87988  7  475663  102939944
145224  79579598  112  12661545  1893533  6147725  87433  12  473402  100988584
112692  80828209  119  12657780  1905069  6139444  88105  12  471284  102202714
250545  411710224  279  51011458  3813352  24691491  338284  24  3849514  495665171
349893  415298726  259  50904095  3829486  24964584  340147  25  3557981  499245196
295988  414484471  268  51547161  3839325  24872020  342594  24  3996208  499378059
305933  413215356  264  51465198  3804935  24763007  339631  24  4239829  498134177
