376716  3.2102e+06  271387  302160  403680  390942  3.22149e+06  283107  313166  415065
800443  9.08361e+06  945487  1.00823e+06  1.09301e+06  828281  9.09455e+06  957465  1.02038e+06  1.10402e+06
2.08502e+06  2.90336e+07  3.3419e+06  3.58244e+06  3.21032e+06  2.15379e+06  2.90446e+07  3.35348e+06  3.60523e+06  3.22149e+06
7.69525e+06  1.04487e+08  7.90351e+06  9.77703e+06  7.93338e+06  7.91248e+06  1.04499e+08  7.91455e+06  9.83506e+06  7.94463e+06
3.53012e+07  3.66821e+08  3.36358e+07  4.93563e+07  3.35517e+07  3.59752e+07  3.66833e+08  3.36472e+07  4.95496e+07  3.35629e+07
