465972  3.28405e+06  275809  301402  464758  483525  3.29554e+06  287507  311909  476564
1.04095e+06  9.53003e+06  967682  1.03168e+06  1.27903e+06  1.09015e+06  9.54146e+06  979476  1.04596e+06  1.29012e+06
2.53236e+06  3.09718e+07  3.55238e+06  3.79658e+06  3.39672e+06  2.61343e+06  3.09832e+07  3.56466e+06  3.8208e+06  3.40825e+06
9.2775e+06  1.0519e+08  8.03624e+06  1.00833e+07  8.12754e+06  9.46828e+06  1.05201e+08  8.04761e+06  1.01304e+07  8.13877e+06
5.00348e+07  5.10713e+08  4.18732e+07  6.66513e+07  4.28287e+07  5.08307e+07  5.10724e+08  4.18846e+07  6.68482e+07  4.28405e+07
