1.134050  2.342990  8.277520
1.082740  2.519590  9.246120
1.040880  2.551030  11.088000
1.137520  2.526270  19.802300
1.116820  2.772810  29.337900
1.149380  2.953810  30.786200
1.254190  3.336590  32.494100
