60.4907  0.20739  5.87995  29.3063  4.05433  0.0613407
37.3245  0.372908  11.5938  43.2641  7.26272  0.181961
21.655  5.78943  18.5686  42.9293  10.92  0.137715
17.6852  8.98662  18.5752  39.5881  14.9704  0.194501
7.95668  6.27048  43.6942  27.8761  14.0056  0.197005
4.11902  5.86616  47.7989  23.5159  18.3475  0.35251
1.70915  8.63185  52.1463  19.7007  16.9527  0.859338
0.859729  19.8294  48.8673  11.1872  18.1123  1.14398
0.541992  42.6554  33.5655  5.05546  16.6991  1.48249
0.151304  68.0637  19.0146  1.52501  9.8164  1.42892
