426743  3.28664e+06  274149  404049  682013  379844  479093  4.19162e+06  1.18548e+06  1.2525e+06  1.54182e+06  431653
816966  9.3356e+06  950800  1.17311e+06  1.61496e+06  1.09598e+06  1.01554e+06  1.19874e+07  3.49522e+06  3.80706e+06  4.1908e+06  1.29145e+06
2.13973e+06  2.87392e+07  3.40718e+06  3.963e+06  4.59844e+06  3.13233e+06  2.9422e+06  3.58819e+07  1.02872e+07  1.12001e+07  1.18378e+07  3.9404e+06
7.80929e+06  1.01984e+08  8.0007e+06  1.0122e+07  1.43439e+07  7.95747e+06  1.05236e+07  1.25116e+08  3.04847e+07  3.37224e+07  3.70364e+07  1.06409e+07
3.60438e+07  3.67314e+08  3.36953e+07  4.99744e+07  4.44208e+07  3.36564e+07  4.69842e+07  4.66583e+08  1.29508e+08  1.47673e+08  1.40484e+08  4.4503e+07
