146.108  20.82  231.482  177.187  153.07
237.328  27.6457  259.944  232.487  219.197
437.012  36.1245  327.045  298.683  333.388
511.141  41.5519  554.625  449.254  559.357
463.042  46.5776  523.792  355.104  522.02
