166.066  21.2478  251.967  229.685  174.732
270.416  29.2746  285.3  268.757  255.546
456.533  35.6612  314.37  293.612  334.681
491.045  42.4105  550.47  439.631  550.333
353.84  35.271  433.388  269.31  414.366
