86.0962  0.33971  5.03498  6.13499  2.27686  0.117281
60.6678  0.870315  17.2426  11.9733  8.75916  0.486859
33.1859  13.5487  27.134  11.5945  14.2781  0.258788
20.0464  16.4457  32.711  12.534  18.0083  0.254541
4.96389  9.71695  58.8391  8.68089  17.4892  0.309969
3.9064  7.75345  60.8055  7.35705  19.7958  0.381782
1.77038  10.2489  59.5361  5.51654  22.1294  0.79878
0.894322  22.1723  52.3687  3.11388  20.0903  1.36047
0.528695  43.4398  35.5921  1.33587  17.4828  1.62069
0.147887  70.2075  18.3873  0.352252  9.47925  1.42588
