286256  347416  299806  360571
839862  952164  878302  997140
2.15675e+06  2.37591e+06  2.21895e+06  2.45647e+06
7.95194e+06  3.17686e+07  8.13945e+06  3.19885e+07
3.60165e+07  7.54888e+07  3.66699e+07  7.6175e+07
