3180  343285  15157  1477  402245  15566
793  344101  15742  1439  387878  15410
832  345155  14776  1479  403499  15967
795  366355  15667  1311  389893  14801
813  343920  15082  1468  459969  16017
9415  693990  23571  13318  930529  25295
11211  825258  29253  16543  914082  31006
10597  810074  25387  11106  900989  25182
3247  859033  25694  5224  904887  26643
3200  810010  30442  5729  866171  23787
41976  2084114  24791  43131  2444102  30609
41381  2188925  24522  57178  2912100  31101
37628  2026165  24451  57655  2467293  28948
37037  2070571  24626  56781  2281297  24617
36589  2085855  24624  57849  2242085  24662
137587  7769409  49429  172511  23841599  49644
143390  7667992  49607  164407  23718991  49210
140580  8063307  60291  166854  23843104  49376
140770  7747570  49521  170948  24297646  58166
141969  7851232  49593  165939  24168089  49524
547752  35930087  101025  579031  60956899  101092
560731  35891391  100903  578978  60744954  101396
551777  35743987  100490  579345  61172707  111263
553543  36320249  100731  577383  60434266  100318
557584  36180893  101033  590290  60469568  100506
