343285  387878  358854  403990
693990  866171  720761  895182
2.02616e+06  2.24208e+06  2.0872e+06  2.30983e+06
7.66799e+06  2.3719e+07  7.85501e+06  2.39326e+07
3.5744e+07  6.04343e+07  3.63922e+07  6.1112e+07
