290469  340581  304275  354737
799673  903332  834076  940098
2.09113e+06  2.46938e+06  2.15465e+06  2.55188e+06
7.8199e+06  2.39739e+07  8.01245e+06  2.41932e+07
3.60133e+07  6.07557e+07  3.66684e+07  6.14396e+07
