301792  342662  315182  355544
817284  916136  848195  949337
2.15577e+06  2.28052e+06  2.21894e+06  2.35889e+06
7.83067e+06  2.3753e+07  8.02036e+06  2.39735e+07
3.57571e+07  6.03755e+07  3.64138e+07  6.10672e+07
