283298  346347  291401  355118
844599  885825  869478  913485
2.70646e+06  2.79109e+06  2.7716e+06  2.87659e+06
1.02244e+07  1.39903e+07  1.04216e+07  1.4216e+07
4.90547e+07  4.61236e+07  4.97259e+07  4.68249e+07
