428904  455780  522497  512276
960857  997606  1.16628e+06  1.21489e+06
2.30414e+06  2.82935e+06  3.09785e+06  3.6279e+06
8.43099e+06  1.9939e+07  1.1119e+07  2.26301e+07
3.67066e+07  5.09652e+07  4.76389e+07  6.18495e+07
