1768  516414  214642  1462  641779  235586
819  520869  203424  922  571691  189645
850  630253  234008  1131  635081  231570
781  550216  229640  1102  596464  216886
3271  1498327  759687  4764  1760758  631336
3122  1406546  644760  4474  1565765  592740
3094  1434928  614258  3766  1510482  600622
3125  1431214  588976  4459  1518175  557564
35165  4658339  2222743  49934  4717462  2218925
34718  4465966  2198451  42185  5080565  2335614
35057  4534774  2215320  42451  4647538  2265489
34893  4530550  2323052  36114  4700934  2311308
134357  18049502  7715832  169183  18308258  7706806
138529  17884413  7412841  151737  18343368  7760261
136872  17719215  7363304  171553  17780779  7355000
144278  16958252  6581434  157736  17728890  8258005
555056  81431561  30394898  579503  65987365  28643977
554562  82513416  30652179  587206  68110256  30407846
551015  82667091  30529541  554716  67604650  30680662
557249  83307489  31691667  563006  68355370  30018545
