439400  575712  521912  658863
1.01297e+06  1.22995e+06  1.29192e+06  1.50558e+06
2.43479e+06  2.84584e+06  3.23802e+06  3.68194e+06
8.32646e+06  2.04474e+07  1.10231e+07  2.31633e+07
3.71747e+07  5.7948e+07  4.81576e+07  6.8953e+07
