91517  906148  47609  80932  42384  99434  1.02891e+06  166489  200538  160143
214627  2.32204e+06  155879  221589  176809  242799  2.71825e+06  543744  612457  544322
518677  6.35664e+06  541012  673075  558443  644034  7.78058e+06  1.84332e+06  2.06991e+06  1.92737e+06
1.34256e+06  1.88346e+07  2.73582e+06  3.08747e+06  1.58734e+06  1.76991e+06  2.26327e+07  6.50313e+06  6.96871e+06  5.40784e+06
5.64465e+06  6.07544e+07  3.7924e+06  6.04216e+06  3.78112e+06  7.07821e+06  7.23678e+07  1.50301e+07  1.74769e+07  1.48727e+07
