1810  2003190  876601  10724  2014334  860827
741  2003429  875278  1331  2019401  860344
2059  1995332  876400  10724  2013305  861950
736  2002581  876671  1335  2013301  861114
9938  6490633  3136599  19738  6413351  3057806
2963  6520268  3137245  5240  6477048  3060581
10287  6498383  3128127  20225  6409098  3062128
2996  6519746  3128387  5288  6443783  3063624
32318  24355834  12379570  57278  23107236  12333004
32603  23991480  12350919  57111  23164711  12317139
32670  24209971  12353002  56934  23099894  12337175
32457  23987445  12370511  56659  23167502  12323343
100714  100578233  46908347  134112  89859390  46859973
176346  108681005  50343894  207707  92153687  49929497
171272  107629623  50079680  202502  91862880  49833265
172387  108168849  50365715  205212  92014313  49777073
682782  565698643  207201729  719216  400829161  207313178
686635  548733021  206869964  711466  399709567  208595166
679290  547881026  207704891  715572  400288475  207092588
686278  550590515  207171253  722506  400286374  208181069
