182.596  21.4276  253.464  227.65  170.399
343.576  30.2758  290.869  272.768  251.611
527.469  37.8797  329.09  306.993  342.578
571.599  42.0971  556.538  449.891  554.442
498.378  47.9616  523.054  356.456  524.365
