328124  397280  342896  410912
825307  877299  852042  906864
2.06705e+06  2.20843e+06  2.12689e+06  2.27717e+06
7.70495e+06  2.4e+07  7.89212e+06  2.42176e+07
3.57733e+07  6.01905e+07  3.6425e+07  6.08665e+07
