298604  339823  352905  412548
847692  933021  1.04654e+06  1.175e+06
2.18913e+06  2.69966e+06  2.9939e+06  3.51605e+06
7.66021e+06  9.86342e+06  1.03467e+07  1.25772e+07
3.57586e+07  3.59026e+07  4.66685e+07  4.68277e+07
