258967  390162  323937  455631
852073  1.05453e+06  1.16412e+06  1.37501e+06
2.72528e+06  3.07458e+06  3.87115e+06  4.23707e+06
1.02948e+07  1.49437e+07  1.47364e+07  1.94331e+07
4.91752e+07  5.14255e+07  6.73241e+07  6.99169e+07
